"","players","PlayerID","SportsDataID","Status","TeamID","Team","Jersey","PositionCategory","Position","FirstName","LastName","Height","Weight","BirthDate","BirthCity","BirthState","BirthCountry","HighSchool","College","Salary","headshot","Experience","SportRadarPlayerID","RotoworldPlayerID","RotoWirePlayerID","FantasyAlarmPlayerID","StatsPlayerID","SportsDirectPlayerID","XmlTeamPlayerID","InjuryStatus","InjuryBodyPart","InjuryStartDate","InjuryNotes","FanDuelPlayerID","DraftKingsPlayerID","YahooPlayerID","FanDuelName","DraftKingsName","YahooName","DepthChartPosition","DepthChartOrder","GlobalTeamID","FantasyDraftName","FantasyDraftPlayerID","UsaTodayPlayerID","UsaTodayHeadshotUrl","UsaTodayHeadshotNoBackgroundUrl","UsaTodayHeadshotUpdated","UsaTodayHeadshotNoBackgroundUpdated","NbaDotComPlayerID"
"116","Gary Harris",20000832,NA,"Active",5,"ORL","14","G","SG","Gary","Harris",76,210,"1994-09-14T00:00:00","Fishers","IN","USA","NULL","Michigan State","20482143","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000832.png","6","6b5d0264-fa2d-4956-919b-61abfc6bb8d7","2320",3582,"200409","712593","751326","3738","Scrambled","Scrambled","NULL","Scrambled",24544,"712593","5330","Gary Harris","Gary Harris","Gary Harris","SG","0",20000005,"Gary Harris","712593","8259329","http://cdn.usatsimg.com/api/download/?imageID=16932789","http://cdn.usatsimg.com/api/download/?imageID=16932778","2021-10-10T23:05:45","2021-10-10T23:04:05","203914"
"117","Gordon Hayward",20000833,NA,"Active",2,"CHA","20","F","SF","Gordon","Hayward",79,225,"1990-03-23T00:00:00","Brownsburg","IN","USA","NULL","Butler","29925000","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000833.png","11","a1ddebee-950c-497d-9acd-b5061360b464","1711",3104,"200434","477667","740867","2769","Scrambled","Scrambled","NULL","Scrambled",12366,"477667","4724","Gordon Hayward","Gordon Hayward","Gordon Hayward","SF","0",20000002,"Gordon Hayward","477667","8256717","http://cdn.usatsimg.com/api/download/?imageID=16903750","http://cdn.usatsimg.com/api/download/?imageID=16932280","2021-10-06T22:14:39","2021-10-10T21:42:35","202330"
"118","Derrick Favors",20000834,NA,"Active",18,"OKC","15","F","PF","Derrick","Favors",81,265,"1991-07-15T00:00:00","Atlanta","GA","USA","NULL","Georgia Tech","9720900","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000834.png","12","ad354ebb-88e5-46e4-ad79-f7188ee1f6c2","1713",3107,"200324","502808","743727","2910","Scrambled","Scrambled","NULL","Scrambled",12351,"502808","4718","Derrick Favors","Derrick Favors","Derrick Favors","C","1",20000018,"Derrick Favors","502808","8277017","http://cdn.usatsimg.com/api/download/?imageID=16937394","http://cdn.usatsimg.com/api/download/?imageID=16937395","2021-10-11T22:04:01","2021-10-11T22:04:09","202324"
"119","Enes Freedom",20000835,NA,"Active",9,"BOS","13","C","C","Enes","Freedom",82,250,"1992-05-20T00:00:00","Zurich","NULL","Switzerland","NULL","None","1669178","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000835.png","10","5fb038ef-a3bf-4f52-afce-4f5bd074bb88","1831",3188,"200072","553574","748154","3037","Scrambled","Scrambled","NULL","Scrambled",14516,"553574","4899","Enes Freedom","Enes Freedom","Enes Freedom","C","1",20000009,"Enes Kanter","553574","8277238","http://cdn.usatsimg.com/api/download/?imageID=17327757","http://cdn.usatsimg.com/api/download/?imageID=17356825","2021-12-09T18:40:40","2021-12-14T13:31:18","202683"
"120","Trey Burke",20000836,NA,"Active",25,"DAL","3","G","PG","Trey","Burke",72,185,"1992-11-12T00:00:00","Columbus","OH","USA","NULL","Michigan","3150000","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000836.png","7","572261e2-8ad9-4198-969d-16cad41fdef3","2122",3434,"200499","605708","749360","3554","Scrambled","Scrambled","NULL","Scrambled",15843,"605708","5160","Trey Burke","Trey Burke","Trey Burke","C","1",20000025,"Trey Burke","605708","8256659","http://cdn.usatsimg.com/api/download/?imageID=16905816","http://cdn.usatsimg.com/api/download/?imageID=16916557","2021-10-07T10:48:46","2021-10-08T22:21:54","203504"
"121","Alec Burks",20000837,NA,"Active",6,"NY","18","G","SG","Alec","Burks",78,214,"1991-07-20T00:00:00","Grandview","MO","USA","NULL","Colorado","9536000","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000837.png","10","73fcf334-2088-4862-b83b-66eae415cf87","1835",3192,"200414","512995","743740","3046","Scrambled","Scrambled","NULL","Scrambled",14510,"512995","4893","Alec Burks","Alec Burks","Alec Burks","SG","1",20000006,"Alec Burks","512995","8248179","http://cdn.usatsimg.com/api/download/?imageID=15398012","http://cdn.usatsimg.com/api/download/?imageID=15398020","2021-01-05T15:02:05","2021-01-05T15:02:51","202692"
"122","Rodney Hood",20000839,NA,"Active",15,"MIL","5","G","SG","Rodney","Hood",80,208,"1992-10-20T00:00:00","Meridian","MS","USA","NULL","Duke","1669178","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000839.png","5","d38f8754-7ecb-4791-a350-f67e5c4c785a","2347",3591,"200217","603106","750992","3716","Scrambled","Scrambled","NULL","Scrambled",15904,"603106","5334","Rodney Hood","Rodney Hood","Rodney Hood","SG","1",20000015,"Rodney Hood","603106","8277159","http://cdn.usatsimg.com/api/download/?imageID=16932204","http://cdn.usatsimg.com/api/download/?imageID=16932203","2021-10-10T21:27:23","2021-10-10T21:27:20","203918"
"123","Rudy Gobert",20000840,NA,"Active",17,"UTA","27","C","C","Rudy","Gobert",85,258,"1992-06-26T00:00:00","Saint-Quentin","NULL","France","NULL","None","35344828","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000840.png","8","37fbc3a5-0d10-4e22-803b-baa2ea0cdb12","2131",3440,"200061","739960","755624","3576","Scrambled","Scrambled","2022-01-04T00:00:00","Scrambled",40203,"739960","5197","Rudy Gobert","Rudy Gobert","Rudy Gobert","C","0",20000017,"Rudy Gobert","739960","8246897","http://cdn.usatsimg.com/api/download/?imageID=16946854","http://cdn.usatsimg.com/api/download/?imageID=16946899","2021-10-13T14:25:08","2021-10-13T14:37:24","203497"
"124","Joe Ingles",20000842,NA,"Active",17,"UTA","2","F","SF","Joe","Ingles",79,220,"1987-10-02T00:00:00","Happy Valley","SA","Australia","NULL","None","13036364","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000842.png","7","5b297372-b2af-445e-a4bc-777982dbc1e3","2420",3689,"200173","553306","761271","2073","Scrambled","Scrambled","2022-01-04T00:00:00","Scrambled",59318,"553306","5393","Joe Ingles","Joe Ingles","Joe Ingles","SF","1",20000017,"Joe Ingles","553306","8246904","http://cdn.usatsimg.com/api/download/?imageID=16946831","http://cdn.usatsimg.com/api/download/?imageID=16946884","2021-10-13T14:23:16","2021-10-13T14:34:06","204060"
"125","Marcus Morris Sr.",20000847,NA,"Active",28,"LAC","8","F","PF","Marcus","Morris Sr.",80,218,"1989-09-02T00:00:00","Philadelphia","PA","USA","NULL","Kansas","15627907","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000847.png","10","4d7cb358-0fec-482f-9f57-92c39e8bf214","1839",3198,"200279","469089","740363","3112","Scrambled","Scrambled","NULL","Scrambled",14512,"469089","4895","Marcus Morris","Marcus Morris Sr.","Marcus Morris Sr.","PF","1",20000028,"Marcus Morris Sr.","469089","8247411","http://cdn.usatsimg.com/api/download/?imageID=16937559","http://cdn.usatsimg.com/api/download/?imageID=16937560","2021-10-11T22:23:26","2021-10-11T22:23:32","202694"
"126","Markieff Morris",20000848,NA,"Active",4,"MIA","8","F","PF","Markieff","Morris",80,245,"1989-09-02T00:00:00","Philadelphia","PA","USA","NULL","Kansas","1669178","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000848.png","10","25c4a949-c310-4bd3-af3f-10441215b323","1843",3200,"200254","469085","740361","3118","Scrambled","Scrambled","2021-11-09T00:00:00","Scrambled",14511,"469085","4894","Markieff Morris","Markieff Morris","Markieff Morris","NULL","NULL",20000004,"Markieff Morris","469085","8277114","http://cdn.usatsimg.com/api/download/?imageID=16932031","http://cdn.usatsimg.com/api/download/?imageID=16937301","2021-10-10T20:56:00","2021-10-11T21:55:32","202693"
"127","Goran Dragic",20000849,NA,"Active",10,"TOR","1","G","PG","Goran","Dragic",75,190,"1986-05-06T00:00:00","Ljubljana","NULL","Yugoslavia","NULL","None","19440000","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000849.png","13","fea7b92a-0124-4775-8747-e4828f0dab8b","1538",2955,"200563","456456","739856","766","Scrambled","Scrambled","2021-12-10T00:00:00","Scrambled",9673,"456456","4507","Goran Dragic","Goran Dragic","Goran Dragic","NULL","NULL",20000010,"Goran Dragic","456456","8277201","http://cdn.usatsimg.com/api/download/?imageID=16936981","http://cdn.usatsimg.com/api/download/?imageID=16936982","2021-10-11T20:54:37","2021-10-11T20:55:05","201609"
"128","Eric Bledsoe",20000850,NA,"Active",28,"LAC","12","G","PG","Eric","Bledsoe",73,214,"1989-12-09T00:00:00","Birmingham","AL","USA","NULL","Kentucky","18125000","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000850.png","11","8cee3c73-f765-4000-882d-0c6d0b8acbe3","1734",3113,"200522","509449","745049","2836","Scrambled","Scrambled","NULL","Scrambled",12355,"509449","4749","Eric Bledsoe","Eric Bledsoe","Eric Bledsoe","PG","1",20000028,"Eric Bledsoe","509449","8277078","http://cdn.usatsimg.com/api/download/?imageID=17138772","http://cdn.usatsimg.com/api/download/?imageID=17138771","2021-11-11T12:40:31","2021-11-11T12:40:24","202339"
"129","Alex Len",20000852,NA,"Active",30,"SAC","25","C","C","Alex","Len",84,250,"1993-06-16T00:00:00","Antratsit","NULL","Ukraine","NULL","Maryland","3732000","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000852.png","8","2facd6c5-10c6-4481-a20f-a885b3f84460","2123",3436,"200057","616982","750832","3596","Scrambled","Scrambled","NULL","Scrambled",15814,"616982","5156","Alex Len","Alex Len","Alex Len","C","1",20000030,"Alex Len","616982","8277072","http://cdn.usatsimg.com/api/download/?imageID=17304169","http://cdn.usatsimg.com/api/download/?imageID=17327135","2021-12-06T09:24:35","2021-12-09T15:13:16","203458"
"130","P.J. Tucker",20000856,NA,"Active",4,"MIA","17","F","SF","P.J.","Tucker",77,245,"1985-05-05T00:00:00","Raleigh","NC","USA","NULL","Texas","7e+06","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000856.png","10","da7d17aa-f245-4710-820c-99d29a7458b4","1299",2708,"200220","229602","659694","1686","Scrambled","Scrambled","NULL","Scrambled",23407,"229602","4163","P.J. Tucker","P.J. Tucker","P.J. Tucker","PF","0",20000004,"P.J. Tucker","229602","8277119","http://cdn.usatsimg.com/api/download/?imageID=16932030","http://cdn.usatsimg.com/api/download/?imageID=16937300","2021-10-10T20:55:55","2021-10-11T21:55:22","200782"
"131","T.J. Warren",20000858,NA,"Active",13,"IND","1","F","SF","T.J.","Warren",80,220,"1993-09-05T00:00:00","Durham","NC","USA","NULL","North Carolina State","12690000","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000858.png","7","2ec7092d-e988-4576-ab8b-e3197448fa5d","2360",3585,"200154","660085","751448","3748","Scrambled","Scrambled","2021-09-07T00:00:00","Scrambled",23120,"660085","5325","T.J. Warren","T.J. Warren","T.J. Warren","NULL","NULL",20000013,"T.J. Warren","660085","8247760","http://cdn.usatsimg.com/api/download/?imageID=16909167","http://cdn.usatsimg.com/api/download/?imageID=16929464","2021-10-07T19:29:04","2021-10-10T14:26:53","203933"
"132","Rudy Gay",20000860,NA,"Active",17,"UTA","8","F","SF","Rudy","Gay",80,250,"1986-08-17T00:00:00","Baltimore","MD","USA","NULL","Connecticut","5890000","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000860.png","15","79d56fd7-f4ed-4905-9d04-dff4b5352334","1257",2691,"200186","266358","722993","1283","Scrambled","Scrambled","2022-01-06T00:00:00","Scrambled",9577,"266358","4136","Rudy Gay","Rudy Gay","Rudy Gay","SF","1",20000017,"Rudy Gay","266358","8276987","http://cdn.usatsimg.com/api/download/?imageID=16930670","http://cdn.usatsimg.com/api/download/?imageID=16930669","2021-10-10T17:06:47","2021-10-10T17:06:42","200752"
"133","DeMarcus Cousins",20000862,NA,"Active",20,"DEN","NULL","C","C","DeMarcus","Cousins",82,270,"1990-08-13T00:00:00","Mobile","AL","USA","NULL","Kentucky","NULL","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000862.png","11","cbb21aed-9716-44a2-b0e4-54ce09333b94","1715",3098,"200111","509450","745051","2971","Scrambled","Scrambled","NULL","Scrambled",12362,"509450","4720","DeMarcus Cousins","DeMarcus Cousins","DeMarcus Cousins","C","1",20000020,"DeMarcus Cousins","509450","8289156","http://cdn.usatsimg.com/api/download/?imageID=17413566","http://cdn.usatsimg.com/api/download/?imageID=16432452","2021-12-26T20:40:47","2021-07-21T15:51:33","202326"
"134","Ben McLemore",20000864,NA,"Active",19,"POR","23","G","SG","Ben","McLemore",75,195,"1993-02-11T00:00:00","St. Louis","MO","USA","NULL","Kansas","1669178","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000864.png","8","288a83df-6f23-4d4e-a450-3d494d8ba897","2118",3432,"200376","604898","749816","3603","Scrambled","Scrambled","NULL","Scrambled",15727,"604898","5158","Ben McLemore","Ben McLemore","Ben McLemore","SG","1",20000019,"Ben McLemore","604898","8276976","http://cdn.usatsimg.com/api/download/?imageID=16936408","http://cdn.usatsimg.com/api/download/?imageID=16941484","2021-10-11T19:29:16","2021-10-12T18:46:13","203463"
"135","Nik Stauskas",20000865,NA,"Active",4,"MIA","9","G","SG","Nik","Stauskas",78,205,"1993-10-07T00:00:00","Etobicoke","ON","Canada","NULL","Michigan","NULL","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000865.png","5","2ccaaefc-917d-4e2a-b7c6-947836c38c6f","2345",3583,"200382","698985","751313","3737","Scrambled","Scrambled","2022-01-08T00:00:00","Scrambled",23801,"698985","5319","Nik Stauskas","Nik Stauskas","Nik Stauskas","NULL","NULL",20000004,"Nik Stauskas","698985","8291943","http://cdn.usatsimg.com/api/download/?imageID=11502450","http://cdn.usatsimg.com/api/download/?imageID=10773630","2018-10-23T17:55:40","2018-04-07T19:01:37","NULL"
"136","Serge Ibaka",20000874,NA,"Active",28,"LAC","9","F","PF","Serge","Ibaka",84,235,"1989-09-18T00:00:00","Brazzaville","NULL","Congo","NULL","None","9720900","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000874.png","12","0afca4ef-6ad4-4f96-8cd2-b20b59c6ce90","1521",2965,"200241","456450","739855","1965","Scrambled","Scrambled","NULL","Scrambled",9957,"456450","4486","Serge Ibaka","Serge Ibaka","Serge Ibaka","C","1",20000028,"Serge Ibaka","456450","8247401","http://cdn.usatsimg.com/api/download/?imageID=17327748","http://cdn.usatsimg.com/api/download/?imageID=17356811","2021-12-09T18:26:13","2021-12-14T13:27:19","201586"
"137","Steven Adams",20000875,NA,"Active",21,"MEM","4","C","C","Steven","Adams",83,265,"1993-07-20T00:00:00","Rotorua","NULL","New Zealand","NULL","Pittsburgh","17073171","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000875.png","7","a208e22a-6b63-45f9-b7c6-bf913a68f3df","2138",3445,"200098","679478","751542","3545","Scrambled","Scrambled","2022-01-07T00:00:00","Scrambled",23169,"679478","5163","Steven Adams","Steven Adams","Steven Adams","C","0",20000021,"Steven Adams","679478","8277025","http://cdn.usatsimg.com/api/download/?imageID=16929594","http://cdn.usatsimg.com/api/download/?imageID=16929595","2021-10-10T14:47:49","2021-10-10T14:48:00","203500"
"138","Russell Westbrook",20000877,NA,"Active",27,"LAL","0","G","PG","Russell","Westbrook",75,200,"1988-11-12T00:00:00","Long Beach","CA","USA","NULL","UCLA","44211146","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000877.png","13","74a45eed-f2b0-4886-ae71-d04cf7d59528","1509",2932,"200510","329830","733294","1973","Scrambled","Scrambled","NULL","Scrambled",9642,"329830","4390","Russell Westbrook","Russell Westbrook","Russell Westbrook","PG","0",20000027,"Russell Westbrook","329830","8277102","http://cdn.usatsimg.com/api/download/?imageID=17066702","http://cdn.usatsimg.com/api/download/?imageID=17066703","2021-10-31T11:09:41","2021-10-31T11:10:04","201566"
"139","Reggie Jackson",20000881,NA,"Active",28,"LAC","1","G","PG","Reggie","Jackson",75,208,"1990-04-16T00:00:00","Pordenone","NULL","Italy","NULL","Boston College","10384500","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000881.png","10","7b745dde-a011-45a8-98a8-460a9facb3ce","1846",3217,"200515","462444","740088","3014","Scrambled","Scrambled","NULL","Scrambled",14523,"462444","4906","Reggie Jackson","Reggie Jackson","Reggie Jackson","PG","0",20000028,"Reggie Jackson","462444","8247402","http://cdn.usatsimg.com/api/download/?imageID=16937549","http://cdn.usatsimg.com/api/download/?imageID=16937548","2021-10-11T22:20:09","2021-10-11T22:20:05","202704"
"140","Jeremy Lamb",20000882,NA,"Active",13,"IND","26","G","SG","Jeremy","Lamb",77,180,"1992-05-30T00:00:00","Henrico","VA","USA","NULL","Connecticut","10500000","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000882.png","9","8d80f6fc-a7ac-48cf-bcd8-516d57acbbfe","1964",3319,"200427","552980","747570","3447","Scrambled","Scrambled","2021-12-29T00:00:00","Scrambled",15559,"552980","5018","Jeremy Lamb","Jeremy Lamb","Jeremy Lamb","SF","1",20000013,"Jeremy Lamb","552980","8247730","http://cdn.usatsimg.com/api/download/?imageID=16909166","http://cdn.usatsimg.com/api/download/?imageID=16929454","2021-10-07T19:28:48","2021-10-10T14:26:30","203087"
"141","Kevin Durant",20000884,NA,"Active",8,"BKN","7","F","SF","Kevin","Durant",82,240,"1988-09-29T00:00:00","Washington","D.C.","USA","NULL","Texas","42018900","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000884.png","13","53f2fa48-e61b-49fb-843d-8a3e872257eb","1358",2811,"200170","329525","732680","1864","Scrambled","Scrambled","NULL","Scrambled",9646,"329525","4244","Kevin Durant","Kevin Durant","Kevin Durant","SF","0",20000008,"Kevin Durant","329525","8248092","http://cdn.usatsimg.com/api/download/?imageID=17209440","http://cdn.usatsimg.com/api/download/?imageID=17260846","2021-11-21T20:23:03","2021-11-30T11:30:35","201142"
"142","Will Barton",20000887,NA,"Active",20,"DEN","5","G","SG","Will","Barton",77,181,"1991-01-06T00:00:00","Baltimore","MD","USA","NULL","Memphis","15625000","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000887.png","8","85e1279a-77c4-49a7-bfa0-7699e64b581f","1979",3335,"200423","551760","747946","3379","Scrambled","Scrambled","2022-01-10T00:00:00","Scrambled",17333,"551760","5074","Will Barton","Will Barton","Will Barton","SG","0",20000020,"Will Barton","551760","8256605","http://cdn.usatsimg.com/api/download/?imageID=16906000","http://cdn.usatsimg.com/api/download/?imageID=16916723","2021-10-07T11:32:01","2021-10-08T22:31:23","203115"
"143","Reggie Bullock",20000896,NA,"Active",25,"DAL","25","F","SF","Reggie","Bullock",78,205,"1991-03-16T00:00:00","Kinston","NC","USA","NULL","North Carolina","9536000","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000896.png","7","42fa4c2c-6520-4d04-a753-cfe4a5c5e2e1","2148",3458,"200391","552335","748080","3329","Scrambled","Scrambled","NULL","Scrambled",15947,"552335","5195","Reggie Bullock","Reggie Bullock","Reggie Bullock","SG","0",20000025,"Reggie Bullock","552335","8277060","http://cdn.usatsimg.com/api/download/?imageID=16905870","http://cdn.usatsimg.com/api/download/?imageID=16916564","2021-10-07T11:08:16","2021-10-08T22:23:03","203493"
